locus_tag	ftype	length_bp	gene	EC_number	COG	product
KEIGPOEO_01117	CDS	525	aroL	2.7.1.71	COG0703	Shikimate kinase 2
KEIGPOEO_01118	CDS	459				hypothetical protein
KEIGPOEO_01119	CDS	810	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
KEIGPOEO_01120	CDS	1116	dgcC	2.7.7.65		putative diguanylate cyclase DgcC
KEIGPOEO_01121	CDS	321	psiF			Phosphate starvation-inducible protein PsiF
KEIGPOEO_01122	CDS	1416	phoA	3.1.3.1	COG1785	Alkaline phosphatase
KEIGPOEO_01123	CDS	261	iraP			Anti-adapter protein IraP
KEIGPOEO_01124	CDS	1095	ddlA	6.3.2.4	COG1181	D-alanine--D-alanine ligase A
KEIGPOEO_01125	CDS	213				hypothetical protein
KEIGPOEO_01126	CDS	309	yaiY			Inner membrane protein YaiY
KEIGPOEO_01127	CDS	1095				hypothetical protein
KEIGPOEO_01128	CDS	1221	sbmA		COG1133	Peptide antibiotic transporter SbmA
KEIGPOEO_01129	CDS	102				hypothetical protein
KEIGPOEO_01130	CDS	1158	ampH	3.4.-.-	COG1680	D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH
KEIGPOEO_01131	CDS	624	iprA			Inhibitor of hydrogen peroxide resistance
KEIGPOEO_01132	CDS	2889				hypothetical protein
KEIGPOEO_01133	CDS	975	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
KEIGPOEO_01134	CDS	852	tauD	1.14.11.17	COG2175	Alpha-ketoglutarate-dependent taurine dioxygenase
KEIGPOEO_01135	CDS	828	ssuC_2		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
KEIGPOEO_01136	CDS	768	tauB	7.6.2.7	COG4525	Taurine import ATP-binding protein TauB
KEIGPOEO_01137	CDS	963	tauA		COG4521	Taurine-binding periplasmic protein
KEIGPOEO_01138	CDS	672				hypothetical protein
KEIGPOEO_01139	CDS	1197				hypothetical protein
KEIGPOEO_01140	CDS	774				hypothetical protein
KEIGPOEO_01141	CDS	276	frmR		COG1937	Transcriptional repressor FrmR
KEIGPOEO_01142	CDS	1110	frmA	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
KEIGPOEO_01143	CDS	834	frmB	3.1.2.12	COG0627	S-formylglutathione hydrolase FrmB
KEIGPOEO_01144	CDS	540				hypothetical protein
KEIGPOEO_01145	CDS	1212	mhpT			3-(3-hydroxy-phenyl)propionate transporter
KEIGPOEO_01146	CDS	1014	mhpE	4.1.3.39	COG0119	4-hydroxy-2-oxovalerate aldolase
KEIGPOEO_01147	CDS	951	mhpF	1.2.1.10	COG4569	Acetaldehyde dehydrogenase
KEIGPOEO_01148	CDS	810	mhpD	4.2.1.80	COG3971	2-keto-4-pentenoate hydratase
KEIGPOEO_01149	CDS	867	mhpC	3.7.1.14	COG0596	2-hydroxy-6-oxononadienedioate/2-hydroxy-6-oxononatrienedioate hydrolase
KEIGPOEO_01150	CDS	945	mhpB	1.13.11.16		2,3-dihydroxyphenylpropionate/2,3-dihydroxicinnamic acid 1,2-dioxygenase
KEIGPOEO_01151	CDS	1665	mhpA	1.14.13.127	COG0654	3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase
KEIGPOEO_01152	CDS	948				hypothetical protein
KEIGPOEO_01153	CDS	1092	lacI		COG1609	Lactose operon repressor
KEIGPOEO_01154	CDS	3075	lacZ	3.2.1.23	COG3250	Beta-galactosidase
KEIGPOEO_01155	CDS	1254	lacY			Lactose permease
KEIGPOEO_01156	CDS	606	lacA_2	2.3.1.18	COG0110	Galactoside O-acetyltransferase
KEIGPOEO_01157	CDS	1182	yycB		COG2807	putative transporter YycB
KEIGPOEO_01158	CDS	471	cynS	4.2.1.104	COG1513	Cyanate hydratase
KEIGPOEO_01159	CDS	660	cynT	4.2.1.1	COG0288	Carbonic anhydrase 1
KEIGPOEO_01160	CDS	900	cynR_1			HTH-type transcriptional regulator CynR
KEIGPOEO_01161	CDS	1284	codA	3.5.4.1	COG0402	Cytosine deaminase
KEIGPOEO_01162	CDS	1260	codB		COG1457	Cytosine permease
KEIGPOEO_01163	CDS	1887	acs_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
KEIGPOEO_01164	CDS	1452	prpD	4.2.1.79	COG2079	2-methylcitrate dehydratase
KEIGPOEO_01165	CDS	1170	prpC	2.3.3.5	COG0372	2-methylcitrate synthase
KEIGPOEO_01166	CDS	891	prpB	4.1.3.30	COG2513	2-methylisocitrate lyase
KEIGPOEO_01167	CDS	1587	prpR		COG1221	Propionate catabolism operon regulatory protein
KEIGPOEO_01168	CDS	276				hypothetical protein
KEIGPOEO_01169	CDS	633	rhtC_1		COG1280	Threonine efflux protein
KEIGPOEO_01170	tRNA	81				tRNA-Ser(gga)
KEIGPOEO_01171	CDS	816				hypothetical protein
KEIGPOEO_01172	CDS	1050	yahK	1.1.1.2	COG1064	Aldehyde reductase YahK
KEIGPOEO_01173	CDS	957	lsrD_1			Autoinducer 2 import system permease protein LsrD
KEIGPOEO_01174	CDS	972	rbsC_1		COG1172	Ribose import permease protein RbsC
KEIGPOEO_01175	CDS	1485	fruK_2	7.5.2.-	COG1129	Fructose import ATP-binding protein FruK
KEIGPOEO_01176	CDS	987	lsrB_1			Autoinducer 2-binding protein LsrB
KEIGPOEO_01177	CDS	411				hypothetical protein
KEIGPOEO_01178	CDS	924				hypothetical protein
KEIGPOEO_01179	CDS	387				hypothetical protein
KEIGPOEO_01180	CDS	951	arcC2	2.7.2.2		Carbamate kinase 2
KEIGPOEO_01181	CDS	1419				hypothetical protein
KEIGPOEO_01182	CDS	1548	fdrA_2		COG0074	Protein FdrA
KEIGPOEO_01183	CDS	864				hypothetical protein
KEIGPOEO_01184	CDS	606				hypothetical protein
KEIGPOEO_01185	CDS	498				hypothetical protein
KEIGPOEO_01186	CDS	933	yahB_1			putative HTH-type transcriptional regulator YahB
KEIGPOEO_01187	CDS	1089	pdeL	3.1.4.52	COG2200	Cyclic di-GMP phosphodiesterase PdeL
KEIGPOEO_01188	CDS	3984				hypothetical protein
KEIGPOEO_01189	CDS	2034	betT		COG1292	High-affinity choline transport protein
KEIGPOEO_01190	CDS	588	betI		COG1309	HTH-type transcriptional regulator BetI
KEIGPOEO_01191	CDS	1473	betB	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
KEIGPOEO_01192	CDS	1671	betA	1.1.99.1	COG2303	Oxygen-dependent choline dehydrogenase
KEIGPOEO_01193	CDS	666				hypothetical protein
KEIGPOEO_01194	CDS	696	lutC		COG1556	Lactate utilization protein C
KEIGPOEO_01195	CDS	1428	lutB		COG1139	Lactate utilization protein B
KEIGPOEO_01196	CDS	720	lutA_1		COG0247	Lactate utilization protein A
KEIGPOEO_01197	CDS	855	rclR		COG2207	RCS-specific HTH-type transcriptional activator RclR
KEIGPOEO_01198	CDS	1326	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
KEIGPOEO_01199	CDS	594	rclC		COG3059	Inner membrane protein RclC
KEIGPOEO_01200	CDS	858	rob_1		COG2207	Right origin-binding protein
KEIGPOEO_01201	CDS	4254				hypothetical protein
KEIGPOEO_01202	CDS	102	ykgR			putative membrane protein YkgR
KEIGPOEO_01203	CDS	267	ykgM		COG0254	50S ribosomal protein L31 type B
KEIGPOEO_01204	CDS	141	ykgO		COG0257	50S ribosomal protein L36 2
KEIGPOEO_01205	CDS	543	ecpR			HTH-type transcriptional regulator EcpR
KEIGPOEO_01206	CDS	588	ecpA			Common pilus major fimbrillin subunit EcpA
KEIGPOEO_01207	CDS	669	ecpB			putative fimbrial chaperone EcpB
KEIGPOEO_01208	CDS	2526	ecpC			putative outer membrane usher protein EcpC
KEIGPOEO_01209	CDS	1644	ecpD			Fimbria adhesin EcpD
KEIGPOEO_01210	CDS	711	ecpE			putative fimbrial chaperone EcpE
KEIGPOEO_01211	CDS	615	yagU_2		COG3477	Inner membrane protein YagU
KEIGPOEO_01212	CDS	690	paoA	1.2.99.6	COG2080	Aldehyde oxidoreductase iron-sulfur-binding subunit PaoA
KEIGPOEO_01213	CDS	957	paoB	1.2.99.6	COG1319	Aldehyde oxidoreductase FAD-binding subunit PaoB
KEIGPOEO_01214	CDS	2199	paoC	1.2.99.6	COG1529	Aldehyde oxidoreductase molybdenum-binding subunit PaoC
KEIGPOEO_01215	CDS	957	paoD		COG1975	Molybdenum cofactor insertion chaperone PaoD
KEIGPOEO_01216	CDS	411				hypothetical protein
KEIGPOEO_01217	CDS	96				hypothetical protein
KEIGPOEO_01218	CDS	981				hypothetical protein
KEIGPOEO_01219	CDS	984				hypothetical protein
KEIGPOEO_01220	CDS	528				hypothetical protein
KEIGPOEO_01221	CDS	273				hypothetical protein
KEIGPOEO_01222	CDS	168				hypothetical protein
KEIGPOEO_01223	CDS	324				hypothetical protein
KEIGPOEO_01224	CDS	1143				hypothetical protein
KEIGPOEO_01225	CDS	123				hypothetical protein
KEIGPOEO_01226	CDS	288				hypothetical protein
KEIGPOEO_01227	CDS	558	proQ_1			RNA chaperone ProQ
KEIGPOEO_01228	CDS	2133				hypothetical protein
KEIGPOEO_01229	CDS	291				hypothetical protein
KEIGPOEO_01230	CDS	201				hypothetical protein
KEIGPOEO_01231	CDS	366				hypothetical protein
KEIGPOEO_01232	CDS	1569				hypothetical protein
KEIGPOEO_01233	CDS	801				hypothetical protein
KEIGPOEO_01234	CDS	198				hypothetical protein
KEIGPOEO_01235	CDS	798				hypothetical protein
KEIGPOEO_01236	CDS	1215	intS_1		COG0582	Prophage integrase IntS
KEIGPOEO_01237	CDS	1278	xerC_3			Tyrosine recombinase XerC
KEIGPOEO_01238	CDS	678				hypothetical protein
KEIGPOEO_01239	CDS	1842				hypothetical protein
KEIGPOEO_01240	CDS	198				hypothetical protein
KEIGPOEO_01241	CDS	1032				hypothetical protein
KEIGPOEO_01242	CDS	384				hypothetical protein
KEIGPOEO_01243	CDS	198				hypothetical protein
KEIGPOEO_01244	CDS	300				hypothetical protein
KEIGPOEO_01245	CDS	204				hypothetical protein
KEIGPOEO_01246	CDS	384				hypothetical protein
KEIGPOEO_01247	CDS	270				hypothetical protein
KEIGPOEO_01248	CDS	669				hypothetical protein
KEIGPOEO_01249	CDS	183				hypothetical protein
KEIGPOEO_01250	CDS	552	hin_1		COG1961	DNA-invertase hin
KEIGPOEO_01251	CDS	159				hypothetical protein
KEIGPOEO_01252	CDS	153				hypothetical protein
KEIGPOEO_01253	tRNA	76				tRNA-Thr(cgt)
KEIGPOEO_01254	CDS	1254	proA_1	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
KEIGPOEO_01255	CDS	1104	proB	2.7.2.11	COG0263	Glutamate 5-kinase
KEIGPOEO_01256	CDS	1056	phoE		COG3203	Outer membrane porin PhoE
KEIGPOEO_01257	CDS	402	crl			Sigma factor-binding protein Crl
KEIGPOEO_01258	CDS	1245				hypothetical protein
KEIGPOEO_01259	CDS	459	gpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
KEIGPOEO_01260	CDS	1458	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
KEIGPOEO_01261	CDS	615	prfB_1		COG1186	Peptide chain release factor RF2
KEIGPOEO_01262	CDS	1140	rtcB_1	6.5.1.-	COG1690	RNA-splicing ligase RtcB
KEIGPOEO_01263	CDS	453	yafP	2.3.1.-	COG0454	putative N-acetyltransferase YafP
KEIGPOEO_01264	CDS	1056	dinB	2.7.7.7	COG0389	DNA polymerase IV
KEIGPOEO_01265	CDS	636	lafU		COG1360	Chemotaxis protein LafU
KEIGPOEO_01266	CDS	1740	flhA_1		COG1298	Flagellar biosynthesis protein FlhA
KEIGPOEO_01267	CDS	279				hypothetical protein
KEIGPOEO_01268	CDS	357				hypothetical protein
KEIGPOEO_01269	CDS	774				hypothetical protein
KEIGPOEO_01270	CDS	261	dinJ			Antitoxin DinJ
KEIGPOEO_01271	CDS	279	yafQ	3.1.-.-	COG3041	mRNA interferase toxin YafQ
KEIGPOEO_01272	CDS	741				hypothetical protein
KEIGPOEO_01273	CDS	768	yafJ	2.4.2.-	COG0121	Putative glutamine amidotransferase YafJ
KEIGPOEO_01274	CDS	579	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
KEIGPOEO_01275	CDS	2445	fadE	1.3.8.7	COG1960	Acyl-coenzyme A dehydrogenase
KEIGPOEO_01276	CDS	447	ivy			Inhibitor of vertebrate lysozyme
KEIGPOEO_01277	CDS	771	yafV	3.5.1.3		Omega-amidase YafV
KEIGPOEO_01278	CDS	1044				ISAs1 family transposase ISEc1
KEIGPOEO_01279	CDS	450				hypothetical protein
KEIGPOEO_01280	CDS	1209				hypothetical protein
KEIGPOEO_01281	CDS	2505	rhsD_3		COG3209	Protein RhsD
KEIGPOEO_01282	CDS	2142	vgrG1_2	6.3.2.-	COG3501	Actin cross-linking toxin VgrG1
KEIGPOEO_01283	CDS	519	hcpA_1		COG3157	Major exported protein
KEIGPOEO_01284	CDS	501				hypothetical protein
KEIGPOEO_01285	CDS	225				hypothetical protein
KEIGPOEO_01286	CDS	1476				hypothetical protein
KEIGPOEO_01287	CDS	414				hypothetical protein
KEIGPOEO_01288	CDS	1851				hypothetical protein
KEIGPOEO_01289	CDS	1083				hypothetical protein
KEIGPOEO_01290	CDS	1281				hypothetical protein
KEIGPOEO_01291	CDS	525				hypothetical protein
KEIGPOEO_01292	CDS	1332				hypothetical protein
KEIGPOEO_01293	CDS	762				hypothetical protein
KEIGPOEO_01294	CDS	2760	clpV1_1		COG0542	Protein ClpV1
KEIGPOEO_01295	CDS	744				hypothetical protein
KEIGPOEO_01296	CDS	1416				hypothetical protein
KEIGPOEO_01297	CDS	3525				hypothetical protein
KEIGPOEO_01298	CDS	1353				hypothetical protein
KEIGPOEO_01299	CDS	483	hcpA_2		COG3157	Major exported protein
KEIGPOEO_01300	CDS	915				hypothetical protein
KEIGPOEO_01301	CDS	480				hypothetical protein
KEIGPOEO_01302	CDS	786				hypothetical protein
KEIGPOEO_01303	tRNA	77				tRNA-Asp(gtc)
KEIGPOEO_01304	CDS	741	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
KEIGPOEO_01305	CDS	468	rnhA	3.1.26.4	COG0328	Ribonuclease HI
KEIGPOEO_01306	CDS	723				hypothetical protein
KEIGPOEO_01307	CDS	756	gloB	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloB
KEIGPOEO_01308	CDS	1221	mltD	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase D
KEIGPOEO_01309	CDS	771	ycgJ	2.1.1.-		putative methyltransferase YcgJ
KEIGPOEO_01310	CDS	780				hypothetical protein
KEIGPOEO_01311	CDS	915	dmlR_1			HTH-type transcriptional regulator DmlR
KEIGPOEO_01312	CDS	804	dkgB	1.1.1.346	COG0656	2,5-diketo-D-gluconic acid reductase B
KEIGPOEO_01313	rRNA	1538				16S ribosomal RNA
KEIGPOEO_01314	CDS	573	gmhB	3.1.3.82	COG0241	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
KEIGPOEO_01315	CDS	1032	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
KEIGPOEO_01316	CDS	654	metI		COG2011	D-methionine transport system permease protein MetI
KEIGPOEO_01317	CDS	816	metQ		COG1464	D-methionine-binding lipoprotein MetQ
KEIGPOEO_01318	CDS	405	rcsF			Outer membrane lipoprotein RcsF
KEIGPOEO_01319	CDS	708	trmO	2.1.1.-	COG1720	tRNA (adenine(37)-N6)-methyltransferase
KEIGPOEO_01320	CDS	1719	proS	6.1.1.15	COG0442	Proline--tRNA ligase
KEIGPOEO_01321	CDS	582				hypothetical protein
KEIGPOEO_01322	CDS	981				IS110 family transposase IS621
KEIGPOEO_01323	CDS	711	nlpE		COG3015	Lipoprotein NlpE
KEIGPOEO_01324	CDS	423	arfB	3.1.1.29	COG1186	Peptidyl-tRNA hydrolase ArfB
KEIGPOEO_01325	CDS	546	yaeQ		COG4681	putative protein YaeQ
KEIGPOEO_01326	CDS	201				hypothetical protein
KEIGPOEO_01327	CDS	261	rof		COG4568	Protein rof
KEIGPOEO_01328	CDS	1299	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
KEIGPOEO_01329	CDS	390				hypothetical protein
KEIGPOEO_01330	CDS	2142	ldcC	4.1.1.18	COG1982	Constitutive lysine decarboxylase
KEIGPOEO_01331	CDS	960	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
KEIGPOEO_01332	CDS	3483	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
KEIGPOEO_01333	CDS	597	rnhB	3.1.26.4	COG0164	Ribonuclease HII
KEIGPOEO_01334	CDS	1149	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
KEIGPOEO_01335	CDS	789	lpxA	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
KEIGPOEO_01336	CDS	456	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
KEIGPOEO_01337	CDS	1026	lpxD	2.3.1.191	COG1044	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
KEIGPOEO_01338	CDS	486	skp		COG2825	Chaperone protein Skp
KEIGPOEO_01339	CDS	2433	bamA		COG4775	Outer membrane protein assembly factor BamA
KEIGPOEO_01340	CDS	1353	rseP	3.4.24.-	COG0750	Regulator of sigma-E protease RseP
KEIGPOEO_01341	CDS	750	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
KEIGPOEO_01342	CDS	153				hypothetical protein
KEIGPOEO_01343	CDS	759	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
KEIGPOEO_01344	CDS	1197	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
KEIGPOEO_01345	CDS	558	frr		COG0233	Ribosome-recycling factor
KEIGPOEO_01346	CDS	726	pyrH	2.7.4.22	COG0528	Uridylate kinase
KEIGPOEO_01347	CDS	852	tsf		COG0264	Elongation factor Ts
KEIGPOEO_01348	CDS	726	rpsB		COG0052	30S ribosomal protein S2
KEIGPOEO_01349	CDS	795	map	3.4.11.18	COG0024	Methionine aminopeptidase
KEIGPOEO_01350	CDS	2673	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
KEIGPOEO_01351	CDS	825	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
KEIGPOEO_01352	CDS	387				hypothetical protein
KEIGPOEO_01353	CDS	1158	cdaR		COG3835	Carbohydrate diacid regulator
KEIGPOEO_01354	CDS	1425	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
KEIGPOEO_01355	CDS	1518	dgt	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
KEIGPOEO_01356	CDS	699	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
KEIGPOEO_01357	CDS	801	btuF		COG0614	Vitamin B12-binding protein
KEIGPOEO_01358	CDS	624				hypothetical protein
KEIGPOEO_01359	CDS	345	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
KEIGPOEO_01360	CDS	1422	clcA			H(+)/Cl(-) exchange transporter ClcA
KEIGPOEO_01361	CDS	1281	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
KEIGPOEO_01362	CDS	1983	fhuB		COG0609	Iron(3+)-hydroxamate import system permease protein FhuB
KEIGPOEO_01363	CDS	891	fhuD		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
KEIGPOEO_01364	CDS	798	fhuC	7.2.2.16	COG1120	Iron(3+)-hydroxamate import ATP-binding protein FhuC
KEIGPOEO_01365	CDS	2244	fhuA		COG1629	Ferrichrome outer membrane transporter/phage receptor
KEIGPOEO_01366	CDS	2535	mrcB		COG0744	Penicillin-binding protein 1B
KEIGPOEO_01367	CDS	2430	hrpB	3.6.4.13	COG1643	ATP-dependent RNA helicase HrpB
KEIGPOEO_01368	CDS	531	thpR	3.1.4.58	COG1514	RNA 2',3'-cyclic phosphodiesterase
KEIGPOEO_01369	CDS	705	sfsA		COG1489	Sugar fermentation stimulation protein A
KEIGPOEO_01370	CDS	456	dksA		COG1734	RNA polymerase-binding transcription factor DksA
KEIGPOEO_01371	CDS	927	gluQ	6.1.1.-	COG0008	Glutamyl-Q tRNA(Asp) synthetase
KEIGPOEO_01372	CDS	1365	pcnB	2.7.7.19	COG0617	Poly(A) polymerase I
KEIGPOEO_01373	CDS	480	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
KEIGPOEO_01374	CDS	585	yadN			putative fimbrial-like protein YadN
KEIGPOEO_01375	CDS	741	yadV			putative fimbrial chaperone YadV
KEIGPOEO_01376	CDS	2601	htrE		COG3188	Outer membrane usher protein HtrE
KEIGPOEO_01377	CDS	570	yadM			putative fimbrial-like protein YadM
KEIGPOEO_01378	CDS	603	yadL			putative fimbrial-like protein YadL
KEIGPOEO_01379	CDS	597	yadK			putative fimbrial-like protein YadK
KEIGPOEO_01380	CDS	1275	yadC			putative fimbrial-like protein YadC
KEIGPOEO_01381	CDS	795	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
KEIGPOEO_01382	CDS	852	panC	6.3.2.1	COG0414	Pantothenate synthetase
KEIGPOEO_01383	CDS	960				ISNCY family transposase ISRor2
KEIGPOEO_01384	CDS	381	panD	4.1.1.11		Aspartate 1-decarboxylase
KEIGPOEO_01385	CDS	1230				hypothetical protein
KEIGPOEO_01386	CDS	441				hypothetical protein
KEIGPOEO_01387	CDS	771	yadH		COG0842	Inner membrane transport permease YadH
KEIGPOEO_01388	CDS	927	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
KEIGPOEO_01389	CDS	663	can	4.2.1.1	COG0288	Carbonic anhydrase 2
KEIGPOEO_01390	CDS	537	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
KEIGPOEO_01391	CDS	2391	gcd	1.1.5.2	COG4993	Quinoprotein glucose dehydrogenase
KEIGPOEO_01392	CDS	1551	cueO		COG2132	Blue copper oxidase CueO
KEIGPOEO_01393	CDS	309				hypothetical protein
KEIGPOEO_01394	CDS	867	speE	2.5.1.-	COG0421	Polyamine aminopropyltransferase
KEIGPOEO_01395	CDS	795	speD	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
KEIGPOEO_01396	CDS	363				hypothetical protein
KEIGPOEO_01397	CDS	2598	acnB	4.2.1.3	COG1049	Aconitate hydratase B
KEIGPOEO_01398	CDS	1758				hypothetical protein
KEIGPOEO_01399	CDS	1425	lpdA	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
KEIGPOEO_01400	CDS	1893	aceF	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
KEIGPOEO_01401	CDS	2664	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
KEIGPOEO_01402	CDS	765	pdhR_1		COG2186	Pyruvate dehydrogenase complex repressor
KEIGPOEO_01403	CDS	1371	aroP		COG1113	Aromatic amino acid transport protein AroP
KEIGPOEO_01404	CDS	855	ampE		COG3725	Protein AmpE
KEIGPOEO_01405	CDS	552	ampD	3.5.1.28	COG3023	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
KEIGPOEO_01406	CDS	894	nadC	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
KEIGPOEO_01407	CDS	441				hypothetical protein
KEIGPOEO_01408	CDS	1386	epsE_1		COG2804	Type II secretion system protein E
KEIGPOEO_01409	CDS	1203	epsF_1		COG1459	Type II secretion system protein F
KEIGPOEO_01410	CDS	1044	guaC	1.7.1.7	COG0516	GMP reductase
KEIGPOEO_01411	CDS	621	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
KEIGPOEO_01412	CDS	744	zapD		COG4582	Cell division protein ZapD
KEIGPOEO_01413	CDS	198	yacG		COG3024	DNA gyrase inhibitor YacG
KEIGPOEO_01414	CDS	390	mutT	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
KEIGPOEO_01415	CDS	2706	secA		COG0653	Protein translocase subunit SecA
KEIGPOEO_01416	CDS	588	secM			Secretion monitor
KEIGPOEO_01417	CDS	918	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
KEIGPOEO_01418	CDS	1152	ftsZ		COG0206	Cell division protein FtsZ
KEIGPOEO_01419	CDS	1263	ftsA_1		COG0849	Cell division protein FtsA
KEIGPOEO_01420	CDS	831	ftsQ		COG1589	Cell division protein FtsQ
KEIGPOEO_01421	CDS	921	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
KEIGPOEO_01422	CDS	1476	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
KEIGPOEO_01423	CDS	1068	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
KEIGPOEO_01424	CDS	1245	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
KEIGPOEO_01425	CDS	1317	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
KEIGPOEO_01426	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
KEIGPOEO_01427	CDS	1359	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
KEIGPOEO_01428	CDS	1488	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
KEIGPOEO_01429	CDS	1767	ftsI	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
KEIGPOEO_01430	CDS	366	ftsL		COG3116	Cell division protein FtsL
KEIGPOEO_01431	CDS	942	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
KEIGPOEO_01432	CDS	459	mraZ		COG2001	Transcriptional regulator MraZ
KEIGPOEO_01433	CDS	1005	cra		COG1609	Catabolite repressor/activator
KEIGPOEO_01434	CDS	492	ilvH	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
KEIGPOEO_01435	CDS	1725	ilvI	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
KEIGPOEO_01436	CDS	945	leuO			HTH-type transcriptional regulator LeuO
KEIGPOEO_01437	CDS	1572	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
KEIGPOEO_01438	CDS	1092	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
KEIGPOEO_01439	CDS	1401	leuC_2	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
KEIGPOEO_01440	CDS	606	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
KEIGPOEO_01441	CDS	1179	setA			Sugar efflux transporter A
KEIGPOEO_01442	CDS	132	sgrT			Putative inhibitor of glucose uptake transporter SgrT
KEIGPOEO_01443	CDS	1656	sgrR_2		COG4533	HTH-type transcriptional regulator SgrR
KEIGPOEO_01444	CDS	984	thiB		COG4143	Thiamine-binding periplasmic protein
KEIGPOEO_01445	CDS	1611				hypothetical protein
